   1   76  0.5062
   1   91  1.0124
   1  106  1.0124
   1  121  1.0124
   1  136  1.0124
   1  151  1.0124
   1  166  0.8408
   1  167  0.1715
   1  182  1.0124
   1  197  1.0124
   1  212  1.0114
   2    1  0.5479
   2   16  1.0959
   2   31  0.7986
   2   32  0.2973
   2   47  1.0959
   2   62  1.0517
   2   63  0.0442
   2   78  1.0959
   2   93  1.0959
   2  108  0.2089
   2  109  0.8869
   2  124  1.0959
   2  139  0.4620
   2  140  0.6338
   2  155  1.0959
   2  170  0.7151
   2  171  0.3807
   2  186  1.0959
   2  201  0.9682
   2  202  0.1276
   2  217  1.0948
   3   16  0.5270
   3    1  1.0529
   4  181  0.8603
   4  196  0.3673
   4  197  1.2289
   4  198  0.1244
   4  213  1.1044
   4  214  0.6144
   5    1  0.9997
   5    2  1.0007
   5    3  1.0007
   5    4  1.0007
   5    5  1.0007
   5    6  1.0007
   5    7  1.0007
   5    8  1.0007
   5    9  1.0007
   5   10  1.0007
   5   11  1.0007
   5   12  1.0007
   5   13  1.0007
   5   14  0.5003
   6  196  1.0062
   6  197  1.0072
   6  198  1.0072
   6  199  1.0072
   6  200  0.1713
   6  215  0.8358
   6  216  1.0072
   6  217  1.0072
   6  218  1.0072
   6  219  1.0072
   6  220  1.0072
   6  221  1.0072
   6  222  1.0072
   6  223  0.5036
   7  196  1.0760
   7  197  0.2702
   7  182  0.8069
   7  183  1.0771
   7  184  0.8083
   7  169  0.2687
   7  170  1.0771
   7  171  1.0771
   7  172  0.2694
   7  157  0.8076
   7  158  1.0771
   7  159  0.8076
   7  144  0.2694
   7  145  1.0771
   7  146  1.0771
   7  147  0.2687
   7  132  0.8083
   7  133  1.0771
   7  134  0.8069
   7  119  0.2702
   7  120  1.0760
   8   61  0.7415
   8   76  0.6112
   8   77  0.8719
   8   92  0.4822
   8   93  1.0009
   8  108  0.3533
   8  109  1.1298
   8  124  0.2243
   8  125  1.2588
   8  140  0.0953
   8  141  1.3541
   8  142  0.0337
   8  157  1.3205
   8  158  0.1626
   8  173  1.1915
   8  174  0.2916
   8  189  1.0625
   8  190  0.4206
   8  205  0.9335
   8  206  0.5496
   8  221  0.8046
   8  222  0.6771
   9  181  1.1025
   9  182  0.0798
   9  167  1.0238
   9  168  1.1036
   9  169  0.2371
   9  154  0.8664
   9  155  1.1036
   9  156  0.3944
   9  141  0.7091
   9  142  1.1036
   9  143  0.5518
   9  128  0.5518
   9  129  1.1036
   9  130  0.7091
   9  115  0.3944
   9  116  1.1036
   9  117  0.8664
   9  102  0.2371
   9  103  1.1036
   9  104  1.0238
   9   89  0.0798
   9   90  1.1025
  10   14  1.0078
  10   29  1.0089
  10   44  1.0089
  10   59  0.7571
  10   58  0.2517
  10   73  1.0089
  10   88  1.0089
  10  103  1.0089
  10  118  1.0089
  10  133  1.0089
  10  148  1.0089
