   1    1  0.7057
   2   16  0.5270
   2    1  1.0529
   3   31  0.5099
   3   16  1.0197
   3    1  1.0187
   4   46  0.5051
   4   31  1.0101
   4   16  1.0101
   4    1  1.0091
   5   61  0.5031
   5   46  1.0061
   5   31  1.0061
   5   16  1.0061
   5    1  1.0051
   6   76  0.5021
   6   61  1.0041
   6   46  1.0041
   6   31  1.0041
   6   16  1.0041
   6    1  1.0031
   7   91  0.5015
   7   76  1.0029
   7   61  1.0029
   7   46  1.0029
   7   31  1.0029
   7   16  1.0029
   7    1  1.0019
   8  106  0.5011
   8   91  1.0022
   8   76  1.0022
   8   61  1.0022
   8   46  1.0022
   8   31  1.0022
   8   16  1.0022
   8    1  1.0012
   9  121  0.5009
   9  106  1.0017
   9   91  1.0017
   9   76  1.0017
   9   61  1.0017
   9   46  1.0017
   9   31  1.0017
   9   16  1.0017
   9    1  1.0007
  10  136  0.5007
  10  121  1.0014
  10  106  1.0014
  10   91  1.0014
  10   76  1.0014
  10   61  1.0014
  10   46  1.0014
  10   31  1.0014
  10   16  1.0014
  10    1  1.0004
  11  151  0.5006
  11  136  1.0011
  11  121  1.0011
  11  106  1.0011
  11   91  1.0011
  11   76  1.0011
  11   61  1.0011
  11   46  1.0011
  11   31  1.0011
  11   16  1.0011
  11    1  1.0001
  12  166  0.5005
  12  151  1.0009
  12  136  1.0009
  12  121  1.0009
  12  106  1.0009
  12   91  1.0009
  12   76  1.0009
  12   61  1.0009
  12   46  1.0009
  12   31  1.0009
  12   16  1.0009
  12    1  0.9999
  13  181  0.5004
  13  166  1.0008
  13  151  1.0008
  13  136  1.0008
  13  121  1.0008
  13  106  1.0008
  13   91  1.0008
  13   76  1.0008
  13   61  1.0008
  13   46  1.0008
  13   31  1.0008
  13   16  1.0008
  13    1  0.9998
  14  196  0.5003
  14  181  1.0007
  14  166  1.0007
  14  151  1.0007
  14  136  1.0007
  14  121  1.0007
  14  106  1.0007
  14   91  1.0007
  14   76  1.0007
  14   61  1.0007
  14   46  1.0007
  14   31  1.0007
  14   16  1.0007
  14    1  0.9997
  15  211  0.5003
  15  196  1.0006
  15  181  1.0006
  15  166  1.0006
  15  151  1.0006
  15  136  1.0006
  15  121  1.0006
  15  106  1.0006
  15   91  1.0006
  15   76  1.0006
  15   61  1.0006
  15   46  1.0006
  15   31  1.0006
  15   16  1.0006
  15    1  0.9996
  16    1  1.0529
  16    2  0.5270
  17   16  0.7071
  17    1  0.7057
  17    2  0.7071
  18   31  0.5831
  18   16  1.1661
  18    1  0.1929
  18    2  0.9720
  19   46  0.5440
  19   31  1.0879
  19   16  0.9050
  19   17  0.1829
  19    2  1.0868
  20   61  0.5270
  20   46  1.0540
  20   31  1.0540
  20   16  0.5253
  20   17  0.5288
  20    2  1.0530
  21   76  0.5182
  21   61  1.0365
  21   46  1.0365
  21   31  1.0365
  21   16  0.1708
  21   17  0.8657
  21    2  1.0355
  22   91  0.5131
  22   76  1.0263
  22   61  1.0263
  22   46  1.0263
  22   31  0.8530
  22   32  0.1732
  22   17  1.0263
  22    2  1.0252
  23  106  0.5099
  23   91  1.0198
  23   76  1.0198
  23   61  1.0198
  23   46  1.0198
  23   31  0.5075
  23   32  0.5123
  23   17  1.0198
  23    2  1.0188
  24  121  0.5077
  24  106  1.0154
  24   91  1.0154
  24   76  1.0154
  24   61  1.0154
  24   46  1.0154
  24   31  0.1666
  24   32  0.8488
  24   17  1.0154
  24    2  1.0144
  25  136  0.5062
  25  121  1.0124
  25  106  1.0124
  25   91  1.0124
  25   76  1.0124
  25   61  1.0124
  25   46  0.8408
  25   47  0.1715
  25   32  1.0124
  25   17  1.0124
  25    2  1.0114
  26  151  0.5051
  26  136  1.0101
  26  121  1.0101
  26  106  1.0101
  26   91  1.0101
  26   76  1.0101
  26   61  1.0101
  26   46  0.5020
  26   47  0.5081
  26   32  1.0101
  26   17  1.0101
  26    2  1.0091
  27  166  0.5042
  27  151  1.0085
  27  136  1.0085
  27  121  1.0085
  27  106  1.0085
  27   91  1.0085
  27   76  1.0085
  27   61  1.0085
  27   46  0.1648
  27   47  0.8436
  27   32  1.0085
  27   17  1.0085
  27    2  1.0075
  28  181  0.5036
  28  166  1.0072
  28  151  1.0072
  28  136  1.0072
  28  121  1.0072
  28  106  1.0072
  28   91  1.0072
  28   76  1.0072
  28   61  0.8358
  28   62  0.1713
  28   47  1.0072
  28   32  1.0072
  28   17  1.0072
  28    2  1.0062
  29  196  0.5031
  29  181  1.0061
  29  166  1.0061
  29  151  1.0061
  29  136  1.0061
  29  121  1.0061
  29  106  1.0061
  29   91  1.0061
  29   76  1.0061
  29   61  0.4994
  29   62  0.5068
  29   47  1.0061
  29   32  1.0061
  29   17  1.0061
  29    2  1.0051
  30  211  0.5027
  30  196  1.0053
  30  181  1.0053
  30  166  1.0053
  30  151  1.0053
  30  136  1.0053
  30  121  1.0053
  30  106  1.0053
  30   91  1.0053
  30   76  1.0053
  30   61  0.1636
  30   62  0.8417
  30   47  1.0053
  30   32  1.0053
  30   17  1.0053
  30    2  1.0043
  31    1  1.0187
  31    2  1.0197
  31    3  0.5099
  32   16  0.9720
  32    1  0.1929
  32    2  1.1661
  32    3  0.5831
  33   31  0.7071
  33   16  0.7057
  33   17  0.7085
  33    2  0.7057
  33    3  0.7071
  34   46  0.6144
  34   31  1.1044
  34   32  0.1244
  34   17  1.2289
  34    2  0.3673
  34    3  0.8603
  35   61  0.5720
  35   46  1.1439
  35   31  0.3415
  35   32  0.8024
  35   17  1.1439
  35    2  0.1131
  35    3  1.0297
  36   76  0.5492
  36   61  1.0984
  36   46  0.7670
  36   47  0.3314
  36   32  1.0984
  36   17  0.9872
  36   18  0.1112
  36    3  1.0973
  37   91  0.5357
  37   76  1.0714
  37   61  1.0714
  37   46  0.1050
  37   47  0.9663
  37   32  1.0714
  37   17  0.7486
  37   18  0.3228
  37    3  1.0703
  38  106  0.5270
  38   91  1.0541
  38   76  1.0541
  38   61  0.5247
  38   62  0.5294
  38   47  1.0541
  38   32  1.0541
  38   17  0.5256
  38   18  0.5285
  38    3  1.0530
  39  121  0.5212
  39  106  1.0423
  39   91  1.0423
  39   76  0.9356
  39   77  0.1068
  39   62  1.0423
  39   47  1.0423
  39   32  1.0423
  39   17  0.3112
  39   18  0.7312
  39    3  1.0413
  40  136  0.5170
  40  121  1.0340
  40  106  1.0340
  40   91  1.0340
  40   76  0.3074
  40   77  0.7266
  40   62  1.0340
  40   47  1.0340
  40   32  1.0340
  40   17  0.1018
  40   18  0.9322
  40    3  1.0330
  41  151  0.5140
  41  136  1.0279
  41  121  1.0279
  41  106  1.0279
  41   91  0.7166
  41   92  0.3114
  41   77  1.0279
  41   62  1.0279
  41   47  1.0279
  41   32  0.9235
  41   33  0.1045
  41   18  1.0279
  41    3  1.0269
  42  166  0.5117
  42  151  1.0233
